account_id,observation_date,is_churn,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,account_tenure
12084,25/03/2020,TRUE,26,3,5,21,16,0,4,5,21
1290,26/03/2020,TRUE,31,3,3,37,3,0,21,9,80
2121,26/03/2020,TRUE,32,3,16,8,11,0,39,19,80
2525,26/03/2020,FALSE,10,1,4,63,8,0,19,15,80
2767,26/03/2020,TRUE,19,0,8,10,3,0,10,1,80
2927,26/03/2020,TRUE,10,0,11,16,5,0,5,1,80
3044,26/03/2020,FALSE,9,4,3,3,6,1,23,15,80
3113,26/03/2020,TRUE,10,0,0,4,4,1,17,1,80
3200,26/03/2020,FALSE,37,5,8,7,4,1,5,0,80
3663,26/03/2020,TRUE,15,11,30,22,45,1,9,3,80
3667,26/03/2020,TRUE,3,0,2,0,2,0,16,4,80
3867,26/03/2020,TRUE,533,24,184,1464,142,0,5,0,80
3881,26/03/2020,TRUE,9,3,2,6,28,1,2,2,80
4661,26/03/2020,FALSE,23,0,8,9,7,1,21,16,80
5221,26/03/2020,FALSE,16,3,12,5,5,0,118,52,80
5444,26/03/2020,FALSE,17,2,20,19,7,0,16,8,80
6108,26/03/2020,FALSE,17,3,1,5,7,0,1,0,80
7211,26/03/2020,FALSE,0,1,7,13,0,0,9,3,80
7384,26/03/2020,FALSE,200,14,43,40,10,0,15,13,80
7469,26/03/2020,TRUE,8,1,7,26,55,2,31,13,80
7513,26/03/2020,TRUE,41,3,20,8,15,0,8,2,80
7574,26/03/2020,FALSE,28,0,7,7,2,0,2,0,80
7936,26/03/2020,FALSE,21,3,9,16,16,1,59,4,80
8526,26/03/2020,FALSE,18,0,4,7,2,1,0,0,80
9466,26/03/2020,TRUE,11,3,27,13,8,0,2,0,80
9703,26/03/2020,FALSE,8,1,3,0,14,0,7,1,80
10066,26/03/2020,FALSE,58,1,7,16,1,1,2,0,49
10175,26/03/2020,TRUE,404,16,103,30,18,1,15,2,49
10383,26/03/2020,TRUE,21,2,7,24,7,0,147,53,49
10807,26/03/2020,TRUE,20,1,29,32,66,0,94,38,49
11064,26/03/2020,FALSE,16,0,6,7,4,0,0,0,20
11092,26/03/2020,FALSE,25,0,17,8,0,0,18,0,20
11127,26/03/2020,FALSE,382,7,179,114,14,0,17,15,20
11150,26/03/2020,FALSE,12,0,2,6,6,0,9,2,20
11181,26/03/2020,FALSE,31,5,6,13,3,0,55,22,20
11199,26/03/2020,FALSE,158,14,42,139,40,0,51,23,20
11251,26/03/2020,FALSE,29,10,27,13,24,0,22,3,20
11252,26/03/2020,FALSE,0,1,3,0,1,0,3,0,20
11255,26/03/2020,FALSE,4,0,7,7,2,0,56,30,20
11315,26/03/2020,FALSE,5,4,0,11,7,0,85,17,20
11340,26/03/2020,FALSE,27,10,33,23,5,0,24,1,20
11371,26/03/2020,FALSE,16,1,4,3,8,0,2,2,20
11384,26/03/2020,FALSE,1,0,4,11,5,1,38,17,20
11422,26/03/2020,TRUE,1,1,1,7,28,0,1,1,20
11439,26/03/2020,FALSE,50,18,52,64,20,0,12,4,20
11446,26/03/2020,FALSE,17,7,20,9,21,1,14,5,20
11498,26/03/2020,FALSE,93,13,20,84,8,1,10,3,20
11512,26/03/2020,FALSE,25,3,9,15,3,0,4,2,20
11608,26/03/2020,FALSE,36,9,47,8,14,0,24,9,20
11702,26/03/2020,FALSE,37,4,20,50,23,0,13,2,20
11705,26/03/2020,FALSE,84,6,40,67,0,1,29,19,20
11724,26/03/2020,FALSE,21,3,12,13,1,0,4,2,20
11768,26/03/2020,FALSE,346,14,55,42,37,0,17,8,20
11919,26/03/2020,FALSE,89,11,12,19,9,1,44,18,20
11926,26/03/2020,FALSE,122,6,71,44,13,0,3,0,20
11934,26/03/2020,FALSE,34,7,17,17,0,1,6,0,20
11949,26/03/2020,FALSE,35,4,2,17,1,0,20,10,20
11950,26/03/2020,FALSE,0,1,3,3,0,0,298,107,20
12002,26/03/2020,FALSE,28,6,9,28,7,0,424,145,20
12035,26/03/2020,FALSE,1,0,1,0,1,0,42,38,20
161,27/03/2020,TRUE,52,3,55,81,8,0,1,2,79
314,27/03/2020,TRUE,17,2,2,4,5,0,44,24,79
367,27/03/2020,FALSE,213,7,10,42,3,0,15,0,79
931,27/03/2020,TRUE,264,19,69,60,52,1,22,18,79
1043,27/03/2020,TRUE,6,4,6,11,7,0,55,4,79
1437,27/03/2020,TRUE,5,1,1,2,6,0,1,1,79
1844,27/03/2020,TRUE,8,0,31,31,24,0,21,1,79
2620,27/03/2020,FALSE,4,0,4,0,2,1,18,6,79
3147,27/03/2020,TRUE,7,2,2,8,3,1,12,4,79
3185,27/03/2020,FALSE,82,7,24,14,4,0,100,43,79
3815,27/03/2020,FALSE,20,1,5,6,0,0,2,0,79
4321,27/03/2020,TRUE,3,0,3,22,3,0,21,8,79
5158,27/03/2020,TRUE,251,2,101,75,8,0,18,4,79
5367,27/03/2020,FALSE,8,4,20,11,6,0,13,3,79
6745,27/03/2020,FALSE,46,8,8,15,34,1,8,5,79
6884,27/03/2020,TRUE,12,5,18,27,20,1,5,3,79
7964,27/03/2020,FALSE,69,3,6,29,9,0,5,0,79
7989,27/03/2020,FALSE,264,2,35,10,4,0,2,3,79
8537,27/03/2020,FALSE,13,0,8,6,12,0,3,1,79
8765,27/03/2020,FALSE,81,2,18,60,8,0,21,4,79
9025,27/03/2020,TRUE,31,3,6,15,7,0,17,7,79
9071,27/03/2020,FALSE,33,5,7,42,8,0,0,1,79
9475,27/03/2020,FALSE,18,1,10,4,2,0,9,7,79
10171,27/03/2020,TRUE,19,0,8,4,2,0,44,5,48
10345,27/03/2020,FALSE,6,1,4,4,6,0,13,1,48
11002,27/03/2020,FALSE,62,2,12,16,24,0,14,1,19
11029,27/03/2020,FALSE,7,0,3,2,3,1,11,2,19
11066,27/03/2020,FALSE,24,3,17,16,4,0,14,4,19
11080,27/03/2020,FALSE,6,0,2,2,4,0,3,0,19
11103,27/03/2020,FALSE,271,6,13,18,15,0,448,101,19
11106,27/03/2020,FALSE,112,7,14,62,8,0,6,1,19
11120,27/03/2020,FALSE,13,4,103,18,10,0,9,1,19
11143,27/03/2020,FALSE,5,2,5,3,6,0,60,35,19
11287,27/03/2020,FALSE,10,3,80,22,11,0,95,55,19
11297,27/03/2020,FALSE,64,0,124,30,20,0,323,121,19
11306,27/03/2020,FALSE,39,0,20,2,2,0,1,0,19
11366,27/03/2020,TRUE,23,1,10,8,1,0,3,2,19
11397,27/03/2020,FALSE,19,4,0,7,4,0,4,2,19
11469,27/03/2020,FALSE,216,26,106,34,6,0,25,4,19
11482,27/03/2020,FALSE,27,3,46,52,5,0,12,6,19
11502,27/03/2020,FALSE,16,1,4,3,6,0,3,0,19
11546,27/03/2020,FALSE,42,5,48,5,11,0,40,15,19
11566,27/03/2020,FALSE,112,4,58,13,4,0,24,13,19
11589,27/03/2020,FALSE,21,0,9,5,2,0,1,0,19
11605,27/03/2020,FALSE,125,0,9,27,8,0,1,0,19
11616,27/03/2020,FALSE,45,1,17,19,9,0,40,20,19
11670,27/03/2020,FALSE,18,0,0,1,7,0,7,1,19
11716,27/03/2020,FALSE,12,1,5,3,0,0,3,0,19
11720,27/03/2020,FALSE,73,7,18,49,11,0,149,77,19
11722,27/03/2020,FALSE,9,1,3,3,4,1,9,9,19
11772,27/03/2020,FALSE,6,2,11,5,4,2,49,12,19
11818,27/03/2020,FALSE,10,2,8,0,11,0,151,36,19
11861,27/03/2020,FALSE,10,2,3,5,5,0,4,0,19
11870,27/03/2020,FALSE,219,4,36,12,9,0,39,18,19
11875,27/03/2020,FALSE,10,0,34,8,2,0,11,3,19
11906,27/03/2020,FALSE,42,4,25,43,1,0,14,13,19
11942,27/03/2020,FALSE,93,2,5,49,7,0,15,7,19
11947,27/03/2020,FALSE,8,0,16,3,3,0,73,39,19
11968,27/03/2020,FALSE,9,1,4,6,5,0,27,15,19
11989,27/03/2020,FALSE,5,1,5,2,0,0,0,0,19
12016,27/03/2020,FALSE,3,1,43,13,1,0,6,0,19
12026,27/03/2020,FALSE,3,5,4,9,3,0,9,4,19
12072,27/03/2020,FALSE,102,7,24,15,10,0,92,55,19
12077,27/03/2020,FALSE,33,1,10,4,6,0,10,3,19
33,28/03/2020,TRUE,55,6,63,44,10,1,8,8,78
151,28/03/2020,TRUE,14,1,14,5,1,0,1,0,78
396,28/03/2020,FALSE,38,3,15,20,7,1,1,0,78
662,28/03/2020,FALSE,65,3,56,28,8,0,538,174,78
1722,28/03/2020,TRUE,11,4,17,9,8,0,3,0,78
1952,28/03/2020,FALSE,3,2,7,4,3,0,0,1,78
2154,28/03/2020,FALSE,94,21,67,38,5,0,78,35,78
2472,28/03/2020,TRUE,153,8,205,74,43,3,2,1,78
2797,28/03/2020,TRUE,0,0,1,0,0,0,19,3,78
2958,28/03/2020,FALSE,17,4,1,5,7,1,4,4,78
3029,28/03/2020,TRUE,4,0,2,1,5,0,4,2,78
3166,28/03/2020,TRUE,22,9,8,28,2,1,7,3,78
4508,28/03/2020,TRUE,49,10,36,42,17,0,8,0,78
5194,28/03/2020,TRUE,6,0,6,7,6,0,1,1,78
5793,28/03/2020,TRUE,38,5,18,13,44,0,4,2,78
6085,28/03/2020,FALSE,5,1,35,9,0,0,4,1,78
6260,28/03/2020,FALSE,251,7,37,225,10,0,9,1,78
6381,28/03/2020,FALSE,44,3,26,32,17,1,1,1,78
6552,28/03/2020,TRUE,6,0,0,5,0,1,13,7,78
6672,28/03/2020,FALSE,64,2,13,21,10,0,3,1,78
6713,28/03/2020,TRUE,87,7,18,11,13,0,6,0,78
6781,28/03/2020,TRUE,17,1,6,64,2,0,3,1,78
7190,28/03/2020,TRUE,16,1,21,12,3,1,164,18,78
7401,28/03/2020,TRUE,14,4,5,3,3,0,18,1,78
8279,28/03/2020,TRUE,3,0,18,7,3,0,26,9,78
8917,28/03/2020,TRUE,7,0,6,1,0,2,0,1,78
9298,28/03/2020,FALSE,7,5,3,20,6,1,53,24,78
9424,28/03/2020,TRUE,43,4,8,13,4,0,0,2,78
9903,28/03/2020,TRUE,5,2,5,36,10,0,13,1,78
9966,28/03/2020,TRUE,9,4,13,5,0,0,3,1,78
10636,28/03/2020,FALSE,55,24,20,42,25,0,7,1,47
10677,28/03/2020,TRUE,3,0,6,1,4,0,38,28,47
10903,28/03/2020,TRUE,78,9,128,23,31,1,23,21,47
11024,28/03/2020,FALSE,20,6,7,7,10,0,30,14,18
11027,28/03/2020,TRUE,2,0,3,5,6,0,1,0,18
11043,28/03/2020,FALSE,12,4,74,7,3,1,5,0,18
11086,28/03/2020,FALSE,26,4,14,8,9,0,82,46,18
11119,28/03/2020,FALSE,1,2,9,5,0,0,1,1,18
11137,28/03/2020,FALSE,11,7,8,19,10,1,26,1,18
11195,28/03/2020,FALSE,48,3,5,13,4,0,0,0,18
11215,28/03/2020,FALSE,2,1,9,0,1,0,0,0,18
11220,28/03/2020,FALSE,15,8,32,37,2,0,44,25,18
11234,28/03/2020,FALSE,88,4,20,37,20,1,13,2,18
11250,28/03/2020,FALSE,1,2,0,0,2,0,63,15,18
11311,28/03/2020,FALSE,259,7,115,32,49,1,29,24,18
11342,28/03/2020,FALSE,10,2,3,2,5,1,1,1,18
11395,28/03/2020,FALSE,1373,1,394,51,11,0,0,2,18
11400,28/03/2020,FALSE,6,0,3,5,4,0,3,2,18
11401,28/03/2020,FALSE,39,1,40,45,2,1,36,10,18
11413,28/03/2020,FALSE,7,0,2,5,13,0,0,0,18
11449,28/03/2020,FALSE,106,3,9,10,2,1,3,3,18
11537,28/03/2020,FALSE,12,0,1,11,3,0,30,16,18
11540,28/03/2020,TRUE,4,0,2,3,3,0,4,0,18
11543,28/03/2020,FALSE,8,2,8,10,9,1,57,17,18
11581,28/03/2020,FALSE,191,10,45,103,4,0,0,0,18
11596,28/03/2020,FALSE,11,14,23,8,27,0,12,0,18
11607,28/03/2020,FALSE,12,2,10,3,3,0,22,13,18
11617,28/03/2020,FALSE,8,0,9,5,2,1,80,42,18
11675,28/03/2020,FALSE,14,2,12,17,8,0,18,7,18
11697,28/03/2020,FALSE,138,7,32,31,7,0,33,14,18
11827,28/03/2020,FALSE,74,2,4,36,0,0,112,51,18
11852,28/03/2020,FALSE,5,1,5,6,1,0,38,30,18
11854,28/03/2020,FALSE,182,1,9,3,2,0,9,5,18
11879,28/03/2020,FALSE,13,1,16,7,6,1,3,1,18
11887,28/03/2020,FALSE,446,17,143,149,333,0,47,9,18
11899,28/03/2020,FALSE,9,0,3,4,0,0,6,0,18
11900,28/03/2020,FALSE,14,2,20,42,1,1,5,2,18
11911,28/03/2020,FALSE,120,7,8,22,12,0,10,5,18
11941,28/03/2020,FALSE,21,7,6,15,4,0,280,84,18
11981,28/03/2020,FALSE,13,2,18,18,12,1,55,3,18
12041,28/03/2020,FALSE,17,1,13,9,12,0,10,1,18
12074,28/03/2020,FALSE,24,4,17,11,16,0,8,9,18
207,29/03/2020,TRUE,13,1,4,7,10,1,2,0,84
234,29/03/2020,FALSE,0,0,1,0,1,0,3,0,84
532,29/03/2020,FALSE,1,1,3,1,4,0,4,2,84
753,29/03/2020,TRUE,14,0,5,20,2,0,2,1,84
1480,29/03/2020,FALSE,188,5,46,83,11,0,40,7,84
1587,29/03/2020,TRUE,45,9,12,30,5,2,2,0,84
1738,29/03/2020,FALSE,23,11,16,39,10,1,7,1,84
2082,29/03/2020,TRUE,15,0,1,21,8,1,53,22,84
2119,29/03/2020,FALSE,9,0,5,15,3,0,28,13,84
2864,29/03/2020,TRUE,78,3,9,14,6,0,7,5,84
2967,29/03/2020,FALSE,13,3,3,15,8,0,3,2,84
3001,29/03/2020,TRUE,5,3,0,21,0,0,21,13,84
3540,29/03/2020,TRUE,150,4,98,28,9,1,1,0,84
3550,29/03/2020,TRUE,34,0,10,21,7,0,3,2,84
3576,29/03/2020,TRUE,1,0,3,0,2,0,2,0,84
3608,29/03/2020,FALSE,22,4,36,22,25,0,27,6,84
3618,29/03/2020,FALSE,68,10,31,108,19,0,10,5,84
4368,29/03/2020,FALSE,258,18,185,82,15,0,3,0,84
4728,29/03/2020,TRUE,15,3,8,44,29,0,6,1,84
6036,29/03/2020,TRUE,130,4,29,79,1,0,0,0,84
6376,29/03/2020,TRUE,154,7,23,33,9,0,72,39,84
7553,29/03/2020,FALSE,412,15,687,87,7,1,10,1,84
7923,29/03/2020,TRUE,17,0,8,15,6,1,10,2,84
7977,29/03/2020,TRUE,9,0,10,11,11,0,3,2,84
8051,29/03/2020,FALSE,8,1,8,2,6,0,5,1,84
8078,29/03/2020,FALSE,17,5,17,21,16,0,3,0,84
8309,29/03/2020,TRUE,5,3,2,0,10,0,26,17,84
8918,29/03/2020,FALSE,38,1,12,13,8,0,18,3,84
9344,29/03/2020,TRUE,41,2,36,13,2,1,25,7,84
9498,29/03/2020,TRUE,42,3,2,29,9,0,3,0,84
10017,29/03/2020,FALSE,16,4,13,3,1,0,40,22,53
10417,29/03/2020,TRUE,31,2,2,8,9,0,34,15,53
10508,29/03/2020,FALSE,4,0,1,2,3,0,32,13,53
10520,29/03/2020,TRUE,70,2,21,33,10,1,10,6,53
10589,29/03/2020,FALSE,16,2,11,17,24,0,420,132,53
11028,29/03/2020,FALSE,60,4,19,14,1,0,44,11,24
11112,29/03/2020,FALSE,50,4,34,139,58,0,1,0,24
11134,29/03/2020,FALSE,34,1,28,11,18,0,550,186,24
11191,29/03/2020,FALSE,25,1,7,27,7,0,28,8,24
11210,29/03/2020,FALSE,15,1,5,1,32,1,64,22,24
11304,29/03/2020,FALSE,38,2,12,14,13,0,88,46,24
11361,29/03/2020,FALSE,8,2,5,3,1,0,18,12,24
11487,29/03/2020,TRUE,13,5,17,2,7,1,1,0,24
11548,29/03/2020,FALSE,18,5,21,26,1,0,24,8,24
11619,29/03/2020,FALSE,7,14,15,9,5,0,22,5,24
11634,29/03/2020,FALSE,4,1,12,7,2,1,13,5,24
11638,29/03/2020,FALSE,111,26,117,55,406,0,143,43,24
11672,29/03/2020,TRUE,34,3,2,13,20,1,4,3,24
11703,29/03/2020,FALSE,13,6,5,1,1,0,10,1,24
11740,29/03/2020,FALSE,55,11,32,48,7,0,15,2,24
11751,29/03/2020,FALSE,53,9,12,10,4,0,8,1,24
11755,29/03/2020,FALSE,93,10,25,62,10,0,4,2,24
11766,29/03/2020,FALSE,37,5,6,21,8,0,106,32,24
11933,29/03/2020,FALSE,25,2,6,1,3,0,191,61,24
11973,29/03/2020,FALSE,60,2,9,19,22,0,45,3,24
11986,29/03/2020,FALSE,394,25,456,162,26,0,7,0,24
12005,29/03/2020,FALSE,5,0,0,0,0,0,32,18,24
12050,29/03/2020,FALSE,54,13,50,35,1,0,27,3,24
12059,29/03/2020,TRUE,25,1,2,4,5,1,94,41,24
896,30/03/2020,TRUE,3,0,3,5,6,0,35,23,83
959,30/03/2020,FALSE,22,7,86,6,28,0,1,2,83
1106,30/03/2020,FALSE,0,0,2,0,0,1,8,2,83
1429,30/03/2020,FALSE,67,3,11,32,5,0,7,1,83
1535,30/03/2020,TRUE,33,7,28,18,10,0,11,9,83
1772,30/03/2020,TRUE,36,2,50,10,26,0,6,9,83
2771,30/03/2020,FALSE,26,5,10,9,5,0,24,1,83
3654,30/03/2020,TRUE,63,2,34,24,7,0,6,0,83
3924,30/03/2020,FALSE,92,4,15,57,24,0,16,4,83
4414,30/03/2020,FALSE,22,2,15,38,12,0,67,27,83
4582,30/03/2020,TRUE,0,2,5,2,0,0,23,6,83
5403,30/03/2020,FALSE,88,6,14,123,5,0,13,1,83
5653,30/03/2020,TRUE,44,7,24,37,2,0,3,1,83
8245,30/03/2020,FALSE,14,7,25,96,46,0,21,2,83
8464,30/03/2020,FALSE,11,3,12,17,5,0,7,3,83
8603,30/03/2020,TRUE,142,1,32,12,1,1,2,2,83
8817,30/03/2020,FALSE,23,3,26,8,52,2,10,1,83
8837,30/03/2020,FALSE,29,2,11,3,8,0,14,0,83
9064,30/03/2020,FALSE,23,0,14,64,4,1,3,3,83
9281,30/03/2020,FALSE,88,1,33,21,20,0,6,4,83
9413,30/03/2020,TRUE,463,19,48,304,27,1,3,2,83
9584,30/03/2020,FALSE,230,12,63,180,133,1,238,107,83
10239,30/03/2020,TRUE,10,3,11,7,7,1,15,18,52
11019,30/03/2020,TRUE,35,3,10,30,11,1,9,2,23
11037,30/03/2020,FALSE,44,3,41,34,3,2,66,29,23
11126,30/03/2020,FALSE,167,0,110,136,9,1,6,0,23
11144,30/03/2020,FALSE,523,53,72,154,11,1,45,5,23
11194,30/03/2020,FALSE,81,11,7,35,6,0,15,8,23
11201,30/03/2020,FALSE,117,1,7,38,3,0,35,4,23
11253,30/03/2020,FALSE,137,6,28,59,31,0,56,29,23
11333,30/03/2020,TRUE,1,0,3,0,0,0,1,0,23
11357,30/03/2020,FALSE,726,17,104,60,10,0,7,2,23
11368,30/03/2020,FALSE,19,4,14,41,3,1,7,2,23
11373,30/03/2020,TRUE,40,1,8,12,16,0,3,1,23
11402,30/03/2020,FALSE,75,6,59,19,5,0,63,25,23
11406,30/03/2020,FALSE,44,2,16,18,1,0,17,1,23
11417,30/03/2020,FALSE,325,11,104,163,9,0,199,78,23
11419,30/03/2020,FALSE,129,19,58,152,3,1,13,3,23
11464,30/03/2020,FALSE,149,10,173,28,25,0,166,67,23
11483,30/03/2020,FALSE,64,16,33,43,73,1,44,24,23
11524,30/03/2020,FALSE,5,3,3,27,18,0,19,8,23
11582,30/03/2020,FALSE,52,8,28,10,17,1,62,32,23
11630,30/03/2020,FALSE,138,2,34,22,35,0,23,11,23
11632,30/03/2020,FALSE,185,6,11,32,28,0,19,3,23
11635,30/03/2020,FALSE,16,0,7,8,0,0,18,3,23
11647,30/03/2020,FALSE,70,3,12,38,1,1,336,142,23
11653,30/03/2020,FALSE,14,2,6,6,2,0,67,33,23
11674,30/03/2020,FALSE,120,1,8,38,4,0,2,1,23
11687,30/03/2020,FALSE,11,1,5,12,1,0,48,17,23
11738,30/03/2020,FALSE,18,3,7,18,3,0,11,0,23
11762,30/03/2020,FALSE,29,1,31,8,5,0,60,28,23
11832,30/03/2020,FALSE,4,2,3,2,9,0,35,3,23
11833,30/03/2020,FALSE,118,9,33,79,14,0,4,0,23
11841,30/03/2020,FALSE,4,0,11,7,1,0,20,10,23
11881,30/03/2020,FALSE,52,8,10,94,24,1,54,21,23
11890,30/03/2020,FALSE,18,1,18,29,10,0,3,5,23
11907,30/03/2020,FALSE,63,0,9,10,1,0,323,39,23
11923,30/03/2020,FALSE,40,2,34,14,6,1,2,1,23
11952,30/03/2020,FALSE,43,5,24,6,22,1,9,1,23
11954,30/03/2020,FALSE,23,0,8,13,16,0,17,6,23
11967,30/03/2020,FALSE,54,14,10,20,27,0,217,68,23
12011,30/03/2020,FALSE,9,1,47,13,7,1,21,2,23
12029,30/03/2020,TRUE,36,3,15,9,12,0,5,2,23
12053,30/03/2020,FALSE,4,1,1,1,0,0,130,22,23
858,31/03/2020,FALSE,890,16,52,98,29,1,12,0,82
1174,31/03/2020,FALSE,268,16,117,208,17,2,20,3,82
1273,31/03/2020,TRUE,55,2,63,33,44,0,3,3,82
1859,31/03/2020,TRUE,8,1,0,1,6,1,0,0,82
1913,31/03/2020,TRUE,90,11,47,14,5,0,3,3,82
1934,31/03/2020,FALSE,85,0,6,40,42,0,221,120,82
2109,31/03/2020,TRUE,10,0,12,27,20,1,4,2,82
2172,31/03/2020,TRUE,65,3,38,113,28,0,4,6,82
2304,31/03/2020,TRUE,4,0,5,8,5,0,10,10,82
2984,31/03/2020,TRUE,40,6,22,8,7,1,9,1,82
3030,31/03/2020,FALSE,189,31,123,140,20,0,31,4,82
3601,31/03/2020,FALSE,47,3,47,95,17,1,18,9,82
4042,31/03/2020,FALSE,21,1,15,8,3,2,37,5,82
4478,31/03/2020,FALSE,20,3,9,11,6,0,22,8,82
4577,31/03/2020,FALSE,226,31,120,86,12,1,4,1,82
4925,31/03/2020,TRUE,55,4,106,15,4,0,0,0,82
5264,31/03/2020,FALSE,5,0,5,11,34,0,104,81,82
5624,31/03/2020,TRUE,16,2,4,18,4,1,1,0,82
6557,31/03/2020,FALSE,10,0,2,0,14,0,1,2,82
6687,31/03/2020,FALSE,80,3,19,14,10,1,0,1,82
7030,31/03/2020,TRUE,26,3,1,8,0,0,1,0,82
7146,31/03/2020,TRUE,13,2,1,8,13,1,7,1,82
7652,31/03/2020,TRUE,29,19,14,41,59,0,15,1,82
7721,31/03/2020,TRUE,16,1,3,3,1,0,2,1,82
8223,31/03/2020,FALSE,65,1,2,4,8,1,7,0,82
8535,31/03/2020,TRUE,463,6,317,63,7,1,37,9,82
8588,31/03/2020,FALSE,52,3,3,4,5,0,8,2,82
8986,31/03/2020,FALSE,16,5,11,13,11,0,18,2,82
9732,31/03/2020,FALSE,795,25,149,221,35,0,5,2,82
10046,31/03/2020,FALSE,26,1,26,42,14,0,1,4,51
10161,31/03/2020,FALSE,32,0,19,8,9,1,38,6,51
10386,31/03/2020,FALSE,5,0,0,3,0,0,33,11,51
10476,31/03/2020,FALSE,16,0,4,5,2,0,6,0,51
10527,31/03/2020,TRUE,6,0,5,28,7,1,19,12,51
10765,31/03/2020,TRUE,175,9,82,36,33,0,3,0,51
11012,31/03/2020,FALSE,12,1,2,8,4,0,47,25,22
11022,31/03/2020,FALSE,121,15,84,107,28,1,3,1,22
11113,31/03/2020,FALSE,401,5,80,98,36,0,21,11,22
11140,31/03/2020,FALSE,18,25,130,40,1,0,3,2,22
11149,31/03/2020,FALSE,20,0,5,0,2,0,21,4,22
11159,31/03/2020,FALSE,33,3,9,3,1,1,2,1,22
11272,31/03/2020,FALSE,138,19,39,26,12,0,0,0,22
11372,31/03/2020,FALSE,152,9,78,17,10,0,8,1,22
11379,31/03/2020,FALSE,7,0,3,5,6,1,56,29,22
11386,31/03/2020,FALSE,37,11,57,33,14,0,206,80,22
11405,31/03/2020,FALSE,7,3,1,8,17,0,4,0,22
11408,31/03/2020,FALSE,61,4,37,53,9,0,77,23,22
11411,31/03/2020,FALSE,6,0,1,2,0,0,11,1,22
11426,31/03/2020,FALSE,452,5,105,41,18,0,1,0,22
11454,31/03/2020,TRUE,13,3,10,4,10,0,6,1,22
11465,31/03/2020,FALSE,20,8,6,2,5,0,4,0,22
11485,31/03/2020,FALSE,24,9,15,57,15,1,4,1,22
11508,31/03/2020,FALSE,38,2,58,22,4,0,9,1,22
11510,31/03/2020,FALSE,24,1,5,5,13,0,5,0,22
11567,31/03/2020,FALSE,2,2,1,0,3,0,10,5,22
11611,31/03/2020,FALSE,26,2,21,35,12,0,67,27,22
11636,31/03/2020,FALSE,4,0,0,2,6,0,66,18,22
11654,31/03/2020,TRUE,38,2,9,26,3,0,1,0,22
11794,31/03/2020,TRUE,3,2,6,2,2,1,7,6,22
11821,31/03/2020,FALSE,668,8,166,141,21,0,42,22,22
11850,31/03/2020,FALSE,99,1,11,30,10,0,270,90,22
11859,31/03/2020,FALSE,736,45,151,396,28,0,373,35,22
11864,31/03/2020,FALSE,61,2,58,11,6,0,51,8,22
11938,31/03/2020,FALSE,21,3,3,35,56,0,21,8,22
12046,31/03/2020,FALSE,52,5,23,33,5,0,7,0,22
12056,31/03/2020,FALSE,4,2,22,8,11,0,17,7,22
12061,31/03/2020,FALSE,20,1,6,3,33,0,20,21,22
12081,31/03/2020,FALSE,59,5,8,52,3,1,29,3,22
914,01/04/2020,TRUE,69,22,108,10,78,0,7,1,81
1110,01/04/2020,TRUE,0,0,1,2,0,0,1,0,81
1193,01/04/2020,TRUE,41,3,15,39,12,0,5,3,81
1263,01/04/2020,FALSE,29,10,2,28,4,0,5,7,81
1532,01/04/2020,FALSE,178,2,30,51,45,1,111,54,81
2378,01/04/2020,FALSE,2,2,1,4,14,0,22,19,81
2510,01/04/2020,TRUE,20,1,40,15,3,0,5,2,81
2566,01/04/2020,FALSE,30,3,82,27,1,1,1,0,81
2750,01/04/2020,TRUE,10,2,2,12,6,0,14,4,81
2895,01/04/2020,FALSE,2,0,5,1,2,0,26,4,81
3204,01/04/2020,FALSE,28,7,9,23,3,0,5,0,81
3503,01/04/2020,TRUE,44,1,4,16,30,0,190,92,81
3522,01/04/2020,FALSE,1,0,3,2,16,0,34,11,81
3562,01/04/2020,TRUE,8,1,4,9,20,2,0,0,81
3804,01/04/2020,FALSE,47,2,8,23,32,0,36,17,81
5057,01/04/2020,TRUE,273,7,395,54,44,2,4,0,81
6160,01/04/2020,FALSE,35,5,25,19,4,0,0,0,81
7012,01/04/2020,TRUE,393,36,330,79,51,0,8,2,81
7690,01/04/2020,FALSE,118,5,49,77,25,0,14,3,81
7909,01/04/2020,FALSE,13,1,4,28,5,0,230,59,81
8226,01/04/2020,TRUE,399,9,52,81,23,1,0,0,81
8751,01/04/2020,FALSE,12,1,1,0,16,1,15,2,81
9084,01/04/2020,TRUE,81,0,45,92,16,1,5,3,81
10141,01/04/2020,FALSE,14,1,17,10,13,1,1,0,50
10258,01/04/2020,FALSE,85,10,12,41,23,1,23,19,50
10416,01/04/2020,TRUE,2,0,1,0,6,0,16,11,50
10563,01/04/2020,TRUE,16,1,64,94,16,0,13,1,50
10941,01/04/2020,TRUE,438,26,27,93,30,1,61,14,50
10969,01/04/2020,FALSE,106,2,12,9,11,0,3,0,50
11013,01/04/2020,FALSE,6,3,6,10,6,0,24,2,21
11014,01/04/2020,FALSE,24,2,3,7,14,0,4,0,21
11068,01/04/2020,FALSE,8,1,6,13,2,1,5,3,21
11073,01/04/2020,FALSE,7,9,5,4,3,0,20,4,21
11078,01/04/2020,FALSE,41,0,11,0,19,0,0,0,21
11167,01/04/2020,FALSE,17,1,41,4,7,0,5,0,21
